No,입력시간(KST),날짜,연도,월,일,요일,플랫폼 1,플랫폼 2,콘텐츠 구분,프로그램,담당 부서,콘텐츠 제목,콘텐츠 형식,콘텐츠 내용,게시 담당자,진행 상태,비고,신청자,결과_링크,결과_첨부URL,결과_비고,직전 상태,상태 변경 KST,보류사유,재신청사유,취소사유,공연ID,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2026-05-23 14:00:00,2026-05-23 00:00:00,2026,5,23,토요일,카카오톡,-,공연,국립심포니오케스트라 <피터와 늑대 & 어미 거위>,예술사업팀,KNO+전시패키지 홍보,이미지,헬로오페라 조기 오픈 마감 이미지,Avery Reed 08336,완료,,Avery Reed 08336,,,,,,,,,260530_01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2026-05-20 14:00:00,2026-05-20 00:00:00,2026,5,20,수요일,블로그·맘카페,맘카페,공연,국립심포니오케스트라 <피터와 늑대 & 어미 거위>,예술사업팀,국심오케+전시 패키지 홍보,이미지,-,Cameron Lane 09790,완료,,Avery Reed 08336,,,,,,,,,260530_01,
9,2026-05-19 14:00:00,2026-05-19 00:00:00,2026,5,19,화요일,카카오톡,-,공연,한국페스티발앙상블 <세상에서 가장 편한 음악>,예술사업팀,한국페스티발앙상블 카드,이미지,,Avery Reed 08336,완료,,Avery Reed 08336,,,,,,,,,260523_01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2026-05-22 15:30:00,2026-05-22 00:00:00,2026,5,22,금요일,인스타그램,-,전시,기획전시 '섬냥이 in 장도',예술사업팀,지역 연계 프로그램,이미지,,Cameron Lane 09790,완료,,Avery Reed 08336,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2026-05-23 11:00:00,2026-05-23 00:00:00,2026,5,23,토요일,B2B,여수시청 홈페이지,공연,국립심포니오케스트라 <피터와 늑대 & 어미 거위>,예술사업팀,여수시청 홈페이지 배너 게시,이미지,-,Avery Reed 08336,완료,,Avery Reed 08336,,,,,,,,,260530_01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2026-05-22 17:00:00,2026-05-22 00:00:00,2026,5,22,금요일,블로그·맘카페,맘카페,전시,기획전시 '섬냥이 in 장도',예술사업팀,아직도 안봤다고(?),이미지,-,Cameron Lane 09790,완료,,Avery Reed 08336,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2026-05-30 16:00:00,2026-05-30 00:00:00,2026,5,30,토요일,B2B,GS칼텍스 여수공장 인트라넷,전시,기획전시 '섬냥이 in 장도',예술사업팀,섬냥이 아이랑 오세요,이미지,전시 섬냥이 홍보 퇴근 직전,Avery Reed 08336,취소,,Avery Reed 08336,,,,예정,2026-05-30 12:19:31,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2026-05-26 14:00:00,2026-05-26 00:00:00,2026,5,26,화요일,카카오톡,-,공연,국립심포니오케스트라 <피터와 늑대 & 어미 거위>,예술사업팀,오픈된 기획 공연 홍보  캐러셀,이미지,-,Avery Reed 08336,완료,,Avery Reed 08336,,,,,,,,,260530_01,
35,2026-05-26 18:00:00,2026-05-26 00:00:00,2026,5,26,화요일,인스타그램,-,공연,국립심포니오케스트라 <피터와 늑대 & 어미 거위>,예술사업팀,국심오케 홍보,이미지,-,Cameron Lane 09790,완료,,Avery Reed 08336,,,,,,,,,260530_01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2026-05-28 11:00:00,2026-05-28 00:00:00,2026,5,28,목요일,카카오톡,-,공연,국립심포니오케스트라 <피터와 늑대 & 어미 거위>,예술사업팀,KNSO 홍보 영상,이미지,국심오케 주말 관련 콘텐츠,Avery Reed 08336,완료,,Avery Reed 08336,,,,예정,2026-05-28 14:10:40,,,,260530_01,
19,2026-05-30 14:00:00,2026-05-30 00:00:00,2026,5,30,토요일,카카오톡,-,공연,국립심포니오케스트라 <피터와 늑대 & 어미 거위>,예술사업팀,브런치 콘서트 홍보 카드,이미지,,Avery Reed 08336,완료,,Avery Reed 08336,,,,예정,2026-05-30 12:19:38,,,,260530_01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2026-05-28 15:30:00,2026-05-28 00:00:00,2026,5,28,목요일,인스타그램,-,공연,국립심포니오케스트라 <피터와 늑대 & 어미 거위>,예술사업팀,국심 소개,영상,국림심포니 소개,Avery Reed 08336,취소,[취소 사유 2026-05-27 06:12] ㅣㅣ,Avery Reed 08336,,,,예정,2026-05-27 15:12:56,,,,260530_01,
21,2026-05-30 16:30:00,2026-05-30 00:00:00,2026,5,30,토요일,B2B,GS칼텍스 여수공장 식당,공연,2026 브런치 콘서트 Ⅱ <클래식과 함께 하는 미술관 여행 Ⅱ>,예술사업팀,플랫폼 영상 변경,영상,-,Avery Reed 08336,완료,,Avery Reed 08336,,,,예정,2026-05-30 16:29:12,,,,260604_01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2026-05-29 14:20:00,2026-05-29 00:00:00,2026,5,29,금요일,블로그·맘카페,블로그,공연,2026 브런치 콘서트 Ⅱ <클래식과 함께 하는 미술관 여행 Ⅱ>,예술사업팀,공연 소개 브런치 2,기타,-,Cameron Lane 09790,취소,[취소 사유 2026-05-27 06:10] 00--,Avery Reed 08336,,,,예정,2026-05-27 15:10:55,,,,260604_01,
36,2026-05-27 11:00:00,2026-05-27 00:00:00,2026,5,27,수요일,인스타그램,-,공연,한국페스티발앙상블 <세상에서 가장 편한 음악>,예술사업팀,피터와늑대 어미거위 영상 홍보물,영상,-,Cameron Lane 09790,완료,,Avery Reed 08336,,,,예정,2026-05-27 16:12:25,,,,260523_01,
25,2026-05-29 15:30:00,2026-05-29 00:00:00,2026,5,29,금요일,인스타그램,-,공연,연극 <노인의 꿈>,예술사업팀,출연진 릴스(펌),영상,-,Avery Reed 08336,취소,[취소 사유 2026-05-27 06:10] -,Avery Reed 08336,,,,예정,2026-05-27 15:10:38,,,,260613_01,
26,2026-05-20 16:00:00,2026-05-20 00:00:00,2026,5,20,수요일,블로그·맘카페,블로그,공연,국립심포니오케스트라 <피터와 늑대 & 어미 거위>,예술사업팀,국심오케+전시 패키지 홍보,이미지,-,Cameron Lane 09790,완료,,Avery Reed 08336,,,,,,,,,260530_01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2026-05-20 18:30:00,2026-05-20 00:00:00,2026,5,20,수요일,인스타그램,-,공연,2026 헬로!오페라 <세비야의 이발사>,예술사업팀,헬로!오페라 얼리버드 할인 예매 마감 디데이,이미지,헬로!오페라 얼리버드 할인 예매 마감 디데이 안내 게시물,Cameron Lane 09790,완료,,Avery Reed 08336,,,,,,,,,260619_01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2026-05-21 11:00:00,2026-05-21 00:00:00,2026,5,21,목요일,문자,마케팅 수신 회원,공연,국립심포니오케스트라 <피터와 늑대 & 어미 거위>,예술사업팀,국심오케 홍보용 문구 작성,기타,국립심포니오케스트라 공연 홍보 문구 작성,Cameron Lane 09790,완료,,Avery Reed 08336,,,,,,,,,260530_01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2026-05-21 15:00:00,2026-05-21 00:00:00,2026,5,21,목요일,카카오톡,-,공연,2026 헬로!오페라 <세비야의 이발사>,예술사업팀,헬로오페라 얼리버드,이미지,-,Avery Reed 08336,완료,,Avery Reed 08336,,,,,,,,,260619_01,
27,2026-05-21 15:00:00,2026-05-21 00:00:00,2026,5,21,목요일,인스타그램,-,공연,국립심포니오케스트라 <피터와 늑대 & 어미 거위>,예술사업팀,국심오케 포스터 홍보,이미지,국심오케 포스터 홍보 게시물 작성 후 게시,Cameron Lane 09790,완료,,Avery Reed 08336,,,,,,,,,260530_01,
27,2026-05-21 16:00:00,2026-05-21 00:00:00,2026,5,21,목요일,문자,프로그램 대상 타겟 회원,공연,국립심포니오케스트라 <피터와 늑대 & 어미 거위>,예술사업팀,가족 대상 공연 다수예매자,기타,-,Avery Reed 08336,완료,,Avery Reed 08336,,,,,,,,,260530_01,
26,2026-05-19 17:00:00,2026-05-19 00:00:00,2026,5,19,화요일,인스타그램,-,공연,한국페스티발앙상블 <세상에서 가장 편한 음악>,예술사업팀,한국페스티발앙상블 카드,이미지,실내악 소개,Cameron Lane 09790,완료,,Avery Reed 08336,,,,,,,,,260523_01,
26,2026-05-22 09:00:00,2026-05-22 00:00:00,2026,5,22,금요일,B2B,GS칼텍스 여수공장 식당,공연,국립심포니오케스트라 <피터와 늑대 & 어미 거위>,예술사업팀,홍보 영상,영상,식당 내 송출 제2공장,Avery Reed 08336,완료,,Avery Reed 08336,,,,,,,,,260530_01,
27,2026-05-22 09:30:00,2026-05-22 00:00:00,2026,5,22,금요일,B2B,GS칼텍스 여수공장 인트라넷,공연,국립심포니오케스트라 <피터와 늑대 & 어미 거위>,예술사업팀,KNSO+전시 패키지,이미지,패키지 할인 안내,Avery Reed 08336,완료,,Avery Reed 08336,,,,,,,,,260530_01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2026-05-22 11:00:00,2026-05-22 00:00:00,2026,5,22,금요일,문자,마케팅 수신 회원,대관,,예술사업팀,6월 홍보 일정,,,Avery Reed 08336,완료,,Avery Reed 08336,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2026-05-22 13:33:00,2026-05-22 00:00:00,2026,5,22,금요일,문자,마케팅 수신 회원,대관,,예술사업팀,6월 홍보 일정,,,Avery Reed 08336,완료,,Avery Reed 08336,,,,,,,,,,
31,2026-05-23 15:00:00,2026-05-23 00:00:00,2026,5,23,토요일,인스타그램,-,공연,2026 헬로!오페라 <세비야의 이발사>,예술사업팀,헬로!오페라 캐릭터 소개,이미지,세비야의 이발사 캐릭터 소개 카드뉴스 & 조기예매할인 날짜 알림,Cameron Lane 09790,완료,,Avery Reed 08336,,,,,,,,,260619_01,
31,2026-05-23 16:00:00,2026-05-23 00:00:00,2026,5,23,토요일,인스타그램,-,공연,국립심포니오케스트라 <피터와 늑대 & 어미 거위>,예술사업팀,KNSO Point 홍보 카드,이미지,,Avery Reed 08336,완료,,Avery Reed 08336,,,,,,,,,260530_01,
31,2026-05-28 10:00:00,2026-05-28 00:00:00,2026,5,28,목요일,문자,마케팅 수신 회원,공연,한국페스티발앙상블 <세상에서 가장 편한 음악>,예술사업팀,일정 확인용,텍스트,일정 확인용,Avery Reed 08336,취소,[취소 사유 2026-05-27 06:11] ll,Avery Reed 08336,,,,예정,2026-05-27 15:11:46,,,,260523_01,
31,2026-06-12 15:30:00,2026-06-12 00:00:00,2026,6,12,금요일,카카오톡,-,공연,연극 <노인의 꿈>,예술사업팀,ㅇㅇ,영상,"[참고자료 폴더]
ㅇ

[본문 (76자)]
ㅇ",Cameron Lane 09790,취소,"[취소 사유 2026-05-27 02:19] -

ㅇ",Cameron Lane 09790,,,,,,,,,260613_01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2026-06-16 10:00:00,2026-06-16 00:00:00,2026,6,16,화요일,문자,마케팅 수신 회원,전시,기획전시 '섬냥이 in 장도',예술사업팀,다음 달 월간 일정 문자 발송,텍스트,"[본문]
(광고) GS칼텍스 예울마루


dsdsd

- 예울마루 카카오채널 구독: https://pf.kakao.com/_xfnxjxfd

문의 15447669
무료거부 0801564352",Avery Reed 08336,보류,"[보류 사유 2026-05-26 22:12] ㄴㄴ

ddd",Cameron Lane 09790,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2026-06-12 10:00:00,2026-06-12 00:00:00,2026,6,12,금요일,인스타그램,-,공연,2026 헬로!오페라 <세비야의 이발사>,예술사업팀,gggㅇㄴ,이미지,"[참고자료 폴더]
dd

[본문]
# 노출 타이틀

# 소개 문구

# 프로그램 개요
📍일 시 : 2026. 0. 0. (0) 00:00
📍장 소 : GS칼텍스 예울마루 00극장
📍가 격 : R석 0만원, S석 0만원
- 할인율:
- 홈페이지 회원 할인: 10%
📍관람 가능 연령 : 00세(00년생부터 관람 가능)

# 태그(출연진 또는 작가)

💕 자세한 내용은 프로필의 링크를 참고해주시기 바랍니다.",Avery Reed 08336,취소,[취소 사유 2026-05-27 02:19] -,Cameron Lane 09790,,,,,,,,,260619_01,
36,2026-05-27 10:30:00,2026-05-27 00:00:00,2026,5,27,수요일,인스타그램,-,전시,기타,예술사업팀,창작스튜디오 오픈스튜디오 홍보물,이미지,-,Cameron Lane 09790,완료,,Avery Reed 08336,,,,,,,,,,
36,2026-05-28 10:00:00,2026-05-28 00:00:00,2026,5,28,목요일,카카오톡,-,공연,국립심포니오케스트라 <피터와 늑대 & 어미 거위>,예술사업팀,ㅇㅇㅇ,텍스트,,Avery Reed 08336,취소,[취소 사유 2026-05-27 06:11] op,,,,,예정,2026-05-27 15:11:17,,,,260530_01,
37,2026-05-28 10:00:00,2026-05-28 00:00:00,2026,5,28,목요일,인스타그램,-,공연,국립심포니오케스트라 <피터와 늑대 & 어미 거위>,예술사업팀,test,영상,"[참고자료 폴더]
dsds

[본문]
# 노출 타이틀

# 소개 문구

# 프로그램 개요
📍일 시 : 2026. 0. 0. (0) 00:00
📍장 소 : GS칼텍스 예울마루 00극장
📍가 격 : R석 0만원, S석 0만원
- 할인율:
- 홈페이지 회원 할인: 10%
📍관람 가능 연령 : 00세(00년생부터 관람 가능)

# 태그(출연진 또는 작가)

💕 자세한 내용은 프로필의 링크를 참고해주시기 바랍니다.",Cameron Lane 09790,취소,"[취소 사유 2026-05-27 07:11] ㅇㅇㅇ

sdds",Cameron Lane 09790,,,,예정,2026-05-27 16:11:04,,,,260530_01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2026-05-29 10:00:00,2026-05-29 00:00:00,2026,5,29,금요일,문자,마케팅 수신 회원,공연,국립심포니오케스트라 <피터와 늑대 & 어미 거위>,예술사업팀,ㅇㅇ,텍스트,"[본문]
(광고) GS칼텍스 예울마루


ㅇㄴㄴㅇ

- 예울마루 카카오채널 구독: https://pf.kakao.com/_xfnxjxfd

문의 15447669
무료거부 0801564352",Avery Reed 08336,취소,ㅇㅇ,Avery Reed 08336,,,,예정,2026-05-27 16:08:29,,,,260530_01,
40,2026-05-29 11:00:00,2026-05-29 00:00:00,2026,5,29,금요일,카카오톡,-,공연,국립심포니오케스트라 <피터와 늑대 & 어미 거위>,예술사업팀,ㅇㅇㅇ,이미지,"[참고자료 폴더]
ㅇㄴㄴㅇ

[본문 (76자)]
ㅇㄴㄴㅇ",Avery Reed 08336,취소,ㄴㅇㅇㄴ,Avery Reed 08336,,,,예정,2026-05-27 16:08:15,,,,260530_01,
41,2026-05-29 10:00:00,2026-05-29 00:00:00,2026,5,29,금요일,인스타그램,-,공연,연극 <노인의 꿈>,예술사업팀,ㅇㄴㅇㄴㅇㄴ,영상,"[참고자료 폴더]
ㅇㄴㅇㄴ

[본문]
# 노출 타이틀

# 소개 문구

# 프로그램 개요
📍일 시 : 2026. 0. 0. (0) 00:00
📍장 소 : GS칼텍스 예울마루 00극장
📍가 격 : R석 0만원, S석 0만원
- 할인율:
- 홈페이지 회원 할인: 10%
📍관람 가능 연령 : 00세(00년생부터 관람 가능)

# 태그(출연진 또는 작가)

💕 자세한 내용은 프로필의 링크를 참고해주시기 바랍니다.",Avery Reed 08336,취소,ㅇㄴㅇㄴ,Avery Reed 08336,,,,예정,2026-05-27 16:08:22,,,,260613_01,
42,2026-05-29 10:00:00,2026-05-29 00:00:00,2026,5,29,금요일,카카오톡,-,공연,국립심포니오케스트라 <피터와 늑대 & 어미 거위>,예술사업팀,ㄴㅇㄴㄷㅇㄷㄴㅇ,영상,"[참고자료 폴더]
ㅇㄴㅇㄴ

[본문 (76자)]
ㄴㅇㅇㄴ",Avery Reed 08336,취소,ㅇㄴㅇㄴ,Avery Reed 08336,,,,예정,2026-05-27 16:08:06,,,,260530_01,
42,2026-05-27 14:00:00,2026-05-27 00:00:00,2026,5,27,수요일,카카오톡,-,공연,국립심포니오케스트라 <피터와 늑대 & 어미 거위>,예술사업팀,KNSO 영상,영상,"[참고자료 폴더]
-

[본문 (76자)]
기 완료",Avery Reed 08336,완료,,Avery Reed 08336,,,,예정,2026-05-27 16:18:05,,,,260530_01,
43,2026-06-03 10:00:00,2026-06-03 00:00:00,2026,6,3,수요일,카카오톡,-,공연,2026 브런치 콘서트 Ⅱ <클래식과 함께 하는 미술관 여행 Ⅱ>,예술사업팀,테스트 1,이미지,"[참고자료 폴더]
22

[본문 (76자)]
222",Avery Reed 08336,보류,22,Avery Reed 08336,,,,신청 중,2026-06-01 17:47:23,-,,,260604_01,
43,2026-06-04 10:00:00,2026-06-04 00:00:00,2026,6,4,목요일,인스타그램,-,공연,연극 <노인의 꿈>,예술사업팀,xcs,영상,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\Avery Reed 08336\3.  지출서류

[본문]
# 노출 타이틀

# 소개 문구

# 프로그램 개요
📍일 시 : 2026. 0. 0. (0) 00:00
📍장 소 : GS칼텍스 예울마루 00극장
📍가 격 : R석 0만원, S석 0만원
- 할인율:
- 홈페이지 회원 할인: 10%
📍관람 가능 연령 : 00세(00년생부터 관람 가능)

# 태그(출연진 또는 작가)

💕 자세한 내용은 프로필의 링크를 참고해주시기 바랍니다.",Avery Reed 08336,보류,"[재신청 2026-05-29 01:29]

[보류 사유 2026-05-27 23:05] 스,ㅇ인 보류",Jordan Ellis 07914,,,,신청 중,2026-06-01 17:47:12,-,,,260613_01,
44,2026-05-28 14:00:00,2026-05-28 00:00:00,2026,5,28,목요일,인스타그램,-,전시,기타,예술사업팀,장도 창작 스튜디오 오픈 스튜디오 재업로드,이미지,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\Microsoft Teams 채팅 파일

[본문]
# 노출 타이틀
2026 창작스튜디오 7기 입주작가 오픈스튜디오🎨
# 소개 문구
작가의 작업을 실제로 보고 👀
제작 과정까지 보고 들을 수 있는 기회! 놓치지 마세요🙌🏻

오픈스튜디오는 창작스튜디오를 
시민들에게 개방해
작가들의 살아있는 작업 현장을 보며 
그들의 이야기를 들어볼 수 있는 프로그램입니다.

# 프로그램 개요
📍일 시 : 2026. 6. 13(토) - 6. 14(일) 10:00 - 17:00
📍장 소 : 장도 창작스튜디오 1,2,3,4
📍가 격 : 무료

# 태그(출연진 또는 작가)
김서량 @blauehimmel
박금만 @geumman9
안민환 @minhwan__an
정혜령 @ryung_art_jangdo

💕 자세한 내용은 프로필의 링크를 참고해주시기 바랍니다.",Cameron Lane 09790,완료,,Cameron Lane 09790,,,,예정,2026-05-28 14:10:25,,,,,
45,2026-05-29 10:00:00,2026-05-29 00:00:00,2026,5,29,금요일,블로그·맘카페,맘카페,공연,국립심포니오케스트라 <피터와 늑대 & 어미 거위>,예술사업팀,영상 및 공연 내용,텍스트,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\Avery Reed 08336

[글 작성 방향]
관련 내용 관련 내용 관련 내용 관련 내용 관련 내용 관련 내용 관련 내용 관련 내용 관련 내용 관련 내용 관련 내용 관련 내용 관련 내용 관련 내용 관련 내용 관련 내용 관련 내용 관련 내용 관련 내용 관련 내용 관련 내용 ",Cameron Lane 09790,완료,-,Avery Reed 08336,https://naver.me/5YooGKDY,,,예정,2026-05-29 10:20:12,,,,260530_01,
46,2026-05-29 15:00:00,2026-05-29 00:00:00,2026,5,29,금요일,인스타그램,-,공연,국립심포니오케스트라 <피터와 늑대 & 어미 거위>,예술사업팀,공연 카드,이미지,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\Avery Reed 08336

[본문]
# 노출 타이틀

# 소개 문구

# 프로그램 개요
📍일 시 : 2026. 0. 0. (0) 00:00
📍장 소 : GS칼텍스 예울마루 00극장
📍가 격 : R석 0만원, S석 0만원
- 할인율:
- 홈페이지 회원 할인: 10%
📍관람 가능 연령 : 00세(00년생부터 관람 가능)

# 태그(출연진 또는 작가)

💕 자세한 내용은 프로필의 링크를 참고해주시기 바랍니다.",Cameron Lane 09790,완료,-,Avery Reed 08336,,,,예정,2026-06-11 16:43:29,,,,260530_01,
47,2026-06-05 10:00:00,2026-06-05 00:00:00,2026,6,5,금요일,인스타그램,-,공연,2026 헬로!오페라 <세비야의 이발사>,예술사업팀,테스트 신청,영상,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\Avery Reed 08336

[본문]
# 노출 타이틀

# 소개 문구

# 프로그램 개요
📍일 시 : 2026. 0. 0. (0) 00:00
📍장 소 : GS칼텍스 예울마루 00극장
📍가 격 : R석 0만원, S석 0만원
- 할인율:
- 홈페이지 회원 할인: 10%
📍관람 가능 연령 : 00세(00년생부터 관람 가능)

# 태그(출연진 또는 작가)

💕 자세한 내용은 프로필의 링크를 참고해주시기 바랍니다.",상관 없음,취소,,Jordan Ellis 07914,,,,예정,2026-06-02 14:58:46,,,-,260619_01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2026-05-30 13:00:00,2026-05-30 00:00:00,2026,5,30,토요일,인스타그램,-,공연,국립심포니오케스트라 <피터와 늑대 & 어미 거위>,예술사업팀,국심오케 포토스팟 홍보용 스토리,이미지,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\Cameron Lane 09790\Ad\260530 국립심포니오케스트라

[본문]
스토리에 게시됨.",Cameron Lane 09790,완료,,Cameron Lane 09790,,,,예정,2026-05-30 13:06:05,,,,260530_01,
49,2026-06-05 10:00:00,2026-06-05 00:00:00,2026,6,5,금요일,인스타그램,-,공연,연극 <노인의 꿈>,예술사업팀,dsc,영상,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\Attachments

[본문]
# 노출 타이틀

# 소개 문구

# 프로그램 개요
📍일 시 : 2026. 0. 0. (0) 00:00
📍장 소 : GS칼텍스 예울마루 00극장
📍가 격 : R석 0만원, S석 0만원
- 할인율:
- 홈페이지 회원 할인: 10%
📍관람 가능 연령 : 00세(00년생부터 관람 가능)

# 태그(출연진 또는 작가)

💕 자세한 내용은 프로필의 링크를 참고해주시기 바랍니다.",상관 없음,취소,,Avery Reed 08336,,,,예정,2026-06-02 14:58:35,,,,260613_01,
50,2026-06-05 10:00:00,2026-06-05 00:00:00,2026,6,5,금요일,인스타그램,-,공연,연극 <노인의 꿈>,예술사업팀,sdds,영상,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\예술사업팀 - 자료 공유

[본문]
# 노출 타이틀

# 소개 문구

# 프로그램 개요
📍일 시 : 2026. 0. 0. (0) 00:00
📍장 소 : GS칼텍스 예울마루 00극장
📍가 격 : R석 0만원, S석 0만원
- 할인율:
- 홈페이지 회원 할인: 10%
📍관람 가능 연령 : 00세(00년생부터 관람 가능)

# 태그(출연진 또는 작가)

💕 자세한 내용은 프로필의 링크를 참고해주시기 바랍니다.",상관 없음,보류,,Avery Bennett 22944,,,,신청 중,2026-06-01 18:28:37,kk,,,260613_01,
51,2026-06-06 10:00:00,2026-06-06 00:00:00,2026,6,6,토요일,인스타그램,-,공연,연극 <노인의 꿈>,예술사업팀,dfsds,영상,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\예술사업팀 - 자료 공유

[본문]
# 노출 타이틀

# 소개 문구

# 프로그램 개요
📍일 시 : 2026. 0. 0. (0) 00:00
📍장 소 : GS칼텍스 예울마루 00극장
📍가 격 : R석 0만원, S석 0만원
- 할인율:
- 홈페이지 회원 할인: 10%
📍관람 가능 연령 : 00세(00년생부터 관람 가능)

# 태그(출연진 또는 작가)

💕 자세한 내용은 프로필의 링크를 참고해주시기 바랍니다.",상관 없음,보류,,Avery Bennett 22944,,,,신청 중,2026-06-01 17:46:50,----,,,260613_01,
52,2026-06-06 11:00:00,2026-06-06 00:00:00,2026,6,6,토요일,인스타그램,-,공연,연극 <노인의 꿈>,예술사업팀,xsd,영상,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\예술사업팀 - 자료 공유

[본문]
# 노출 타이틀

# 소개 문구

# 프로그램 개요
📍일 시 : 2026. 0. 0. (0) 00:00
📍장 소 : GS칼텍스 예울마루 00극장
📍가 격 : R석 0만원, S석 0만원
- 할인율:
- 홈페이지 회원 할인: 10%
📍관람 가능 연령 : 00세(00년생부터 관람 가능)

# 태그(출연진 또는 작가)

💕 자세한 내용은 프로필의 링크를 참고해주시기 바랍니다.",상관 없음,취소,,Avery Bennett 22944,,,,예정,2026-06-02 14:22:12,,,-,260613_01,
